deputado,partido,municipio,classe_destino,votos,pct_votos,valor_empenhado,pct_emendas
THIAGO DE JOALDO,PP,ITABI,DENTRO,39,0.09,0.0,0.0
THIAGO DE JOALDO,PP,AREIA BRANCA,DENTRO,38,0.08,0.0,0.0
THIAGO DE JOALDO,PP,CARIRA,DENTRO,34,0.07,0.0,0.0
THIAGO DE JOALDO,PP,CARMÓPOLIS,DENTRO,31,0.07,0.0,0.0
THIAGO DE JOALDO,PP,NOSSA SENHORA DAS DORES,DENTRO,29,0.06,599416.0,0.5
THIAGO DE JOALDO,PP,PROPRIÁ,DENTRO,27,0.06,0.0,0.0
THIAGO DE JOALDO,PP,NOSSA SENHORA APARECIDA,DENTRO,23,0.05,0.0,0.0
THIAGO DE JOALDO,PP,PACATUBA,DENTRO,20,0.04,0.0,0.0
THIAGO DE JOALDO,PP,MURIBECA,DENTRO,19,0.04,0.0,0.0
THIAGO DE JOALDO,PP,PINHÃO,DENTRO,18,0.04,0.0,0.0
THIAGO DE JOALDO,PP,RIBEIRÓPOLIS,DENTRO,16,0.04,0.0,0.0
THIAGO DE JOALDO,PP,MACAMBIRA,DENTRO,13,0.03,0.0,0.0
THIAGO DE JOALDO,PP,JAPARATUBA,DENTRO,11,0.02,0.0,0.0
THIAGO DE JOALDO,PP,CAMPO DO BRITO,DENTRO,10,0.02,0.0,0.0
THIAGO DE JOALDO,PP,SÃO MIGUEL DO ALEIXO,DENTRO,10,0.02,0.0,0.0
THIAGO DE JOALDO,PP,SANTO AMARO DAS BROTAS,DENTRO,9,0.02,0.0,0.0
THIAGO DE JOALDO,PP,SÃO DOMINGOS,DENTRO,8,0.02,0.0,0.0
THIAGO DE JOALDO,PP,GENERAL MAYNARD,DENTRO,8,0.02,0.0,0.0
THIAGO DE JOALDO,PP,MOITA BONITA,DENTRO,8,0.02,0.0,0.0
THIAGO DE JOALDO,PP,GRACCHO CARDOSO,DENTRO,8,0.02,0.0,0.0
THIAGO DE JOALDO,PP,BREJO GRANDE,DENTRO,7,0.02,0.0,0.0
THIAGO DE JOALDO,PP,CUMBE,DENTRO,7,0.02,0.0,0.0
THIAGO DE JOALDO,PP,PIRAMBU,DENTRO,6,0.01,0.0,0.0
THIAGO DE JOALDO,PP,FREI PAULO,DENTRO,6,0.01,0.0,0.0
THIAGO DE JOALDO,PP,CEDRO DE SÃO JOÃO,DENTRO,6,0.01,0.0,0.0
THIAGO DE JOALDO,PP,SÃO FRANCISCO,DENTRO,5,0.01,0.0,0.0
THIAGO DE JOALDO,PP,JAPOATÃ,DENTRO,5,0.01,0.0,0.0
THIAGO DE JOALDO,PP,CANHOBA,DENTRO,5,0.01,0.0,0.0
THIAGO DE JOALDO,PP,PEDRA MOLE,DENTRO,4,0.01,0.0,0.0
THIAGO DE JOALDO,PP,FEIRA NOVA,DENTRO,3,0.01,0.0,0.0
THIAGO DE JOALDO,PP,TELHA,DENTRO,2,0.00,0.0,0.0
THIAGO DE JOALDO,PP,AMPARO DO SÃO FRANCISCO,DENTRO,2,0.00,0.0,0.0
THIAGO DE JOALDO,PP,SANTANA DO SÃO FRANCISCO,DENTRO,0,0.00,0.0,0.0
THIAGO DE JOALDO,PP,NACIONAL / MÚLTIPLO / OUTRA UF SEM MUNICÍPIO,AMPLO,0,0,118926155.9,98.97
DELEGADA KATARINA,PSD,ARACAJU,DENTRO,16938,44.42,480000.0,0.42
DELEGADA KATARINA,PSD,NOSSA SENHORA DO SOCORRO,DENTRO,2719,7.13,100000.0,0.09
DELEGADA KATARINA,PSD,SIMÃO DIAS,DENTRO,2284,5.99,0.0,0.0
DELEGADA KATARINA,PSD,ITABAIANA,DENTRO,1584,4.15,100000.0,0.09
DELEGADA KATARINA,PSD,GRACCHO CARDOSO,DENTRO,1119,2.93,0.0,0.0
DELEGADA KATARINA,PSD,SÃO CRISTÓVÃO,DENTRO,979,2.57,0.0,0.0
DELEGADA KATARINA,PSD,CAPELA,DENTRO,841,2.21,0.0,0.0
DELEGADA KATARINA,PSD,ESTÂNCIA,DENTRO,799,2.10,0.0,0.0
DELEGADA KATARINA,PSD,TOBIAS BARRETO,DENTRO,655,1.72,0.0,0.0
DELEGADA KATARINA,PSD,NOSSA SENHORA DAS DORES,DENTRO,617,1.62,0.0,0.0
DELEGADA KATARINA,PSD,CANHOBA,DENTRO,546,1.43,0.0,0.0
DELEGADA KATARINA,PSD,POÇO REDONDO,DENTRO,543,1.42,0.0,0.0
DELEGADA KATARINA,PSD,NOSSA SENHORA DA GLÓRIA,DENTRO,519,1.36,0.0,0.0
DELEGADA KATARINA,PSD,PORTO DA FOLHA,DENTRO,470,1.23,0.0,0.0
DELEGADA KATARINA,PSD,MONTE ALEGRE DE SERGIPE,DENTRO,459,1.20,0.0,0.0
DELEGADA KATARINA,PSD,MARUIM,DENTRO,421,1.10,0.0,0.0
DELEGADA KATARINA,PSD,CUMBE,DENTRO,403,1.06,0.0,0.0
DELEGADA KATARINA,PSD,BARRA DOS COQUEIROS,DENTRO,392,1.03,0.0,0.0
DELEGADA KATARINA,PSD,AQUIDABÃ,DENTRO,342,0.90,0.0,0.0
DELEGADA KATARINA,PSD,FREI PAULO,DENTRO,335,0.88,0.0,0.0
DELEGADA KATARINA,PSD,BOQUIM,DENTRO,320,0.84,0.0,0.0
DELEGADA KATARINA,PSD,ITAPORANGA D'AJUDA,DENTRO,285,0.75,0.0,0.0
DELEGADA KATARINA,PSD,LAGARTO,DENTRO,256,0.67,0.0,0.0
DELEGADA KATARINA,PSD,JAPOATÃ,DENTRO,255,0.67,0.0,0.0
DELEGADA KATARINA,PSD,LARANJEIRAS,DENTRO,235,0.62,0.0,0.0
DELEGADA KATARINA,PSD,PIRAMBU,DENTRO,217,0.57,0.0,0.0
DELEGADA KATARINA,PSD,SANTO AMARO DAS BROTAS,DENTRO,199,0.52,0.0,0.0
DELEGADA KATARINA,PSD,NEÓPOLIS,DENTRO,192,0.50,0.0,0.0
DELEGADA KATARINA,PSD,INDIAROBA,DENTRO,189,0.50,0.0,0.0
DELEGADA KATARINA,PSD,PROPRIÁ,DENTRO,165,0.43,0.0,0.0
DELEGADA KATARINA,PSD,POÇO VERDE,DENTRO,148,0.39,0.0,0.0
DELEGADA KATARINA,PSD,ROSÁRIO DO CATETE,DENTRO,141,0.37,0.0,0.0
DELEGADA KATARINA,PSD,PEDRA MOLE,DENTRO,134,0.35,0.0,0.0
DELEGADA KATARINA,PSD,RIACHÃO DO DANTAS,DENTRO,129,0.34,0.0,0.0
DELEGADA KATARINA,PSD,NOSSA SENHORA DE LOURDES,DENTRO,126,0.33,0.0,0.0
DELEGADA KATARINA,PSD,ITABI,DENTRO,125,0.33,0.0,0.0
DELEGADA KATARINA,PSD,CARIRA,DENTRO,117,0.31,0.0,0.0
DELEGADA KATARINA,PSD,CRISTINÁPOLIS,DENTRO,116,0.30,0.0,0.0
DELEGADA KATARINA,PSD,SALGADO,DENTRO,114,0.30,0.0,0.0
DELEGADA KATARINA,PSD,CANINDÉ DE SÃO FRANCISCO,DENTRO,110,0.29,0.0,0.0
DELEGADA KATARINA,PSD,ILHA DAS FLORES,DENTRO,104,0.27,0.0,0.0
DELEGADA KATARINA,PSD,CARMÓPOLIS,DENTRO,104,0.27,0.0,0.0
DELEGADA KATARINA,PSD,GARARU,DENTRO,100,0.26,0.0,0.0
DELEGADA KATARINA,PSD,AREIA BRANCA,DENTRO,96,0.25,0.0,0.0
DELEGADA KATARINA,PSD,MOITA BONITA,DENTRO,77,0.20,0.0,0.0
DELEGADA KATARINA,PSD,PACATUBA,DENTRO,74,0.19,0.0,0.0
DELEGADA KATARINA,PSD,RIBEIRÓPOLIS,DENTRO,72,0.19,0.0,0.0
DELEGADA KATARINA,PSD,SIRIRI,DENTRO,70,0.18,0.0,0.0
DELEGADA KATARINA,PSD,CAMPO DO BRITO,DENTRO,68,0.18,0.0,0.0
DELEGADA KATARINA,PSD,TOMAR DO GERU,DENTRO,63,0.17,0.0,0.0
DELEGADA KATARINA,PSD,BREJO GRANDE,DENTRO,59,0.15,0.0,0.0
DELEGADA KATARINA,PSD,ITABAIANINHA,DENTRO,56,0.15,0.0,0.0
DELEGADA KATARINA,PSD,UMBAÚBA,DENTRO,53,0.14,0.0,0.0
DELEGADA KATARINA,PSD,MURIBECA,DENTRO,53,0.14,0.0,0.0
DELEGADA KATARINA,PSD,JAPARATUBA,DENTRO,52,0.14,0.0,0.0
DELEGADA KATARINA,PSD,FEIRA NOVA,DENTRO,49,0.13,0.0,0.0
DELEGADA KATARINA,PSD,AMPARO DO SÃO FRANCISCO,DENTRO,45,0.12,0.0,0.0
DELEGADA KATARINA,PSD,RIACHUELO,DENTRO,43,0.11,0.0,0.0
DELEGADA KATARINA,PSD,SANTA LUZIA DO ITANHY,DENTRO,42,0.11,0.0,0.0
DELEGADA KATARINA,PSD,MALHADOR,DENTRO,38,0.10,0.0,0.0
DELEGADA KATARINA,PSD,ARAUÁ,DENTRO,36,0.09,0.0,0.0
DELEGADA KATARINA,PSD,PEDRINHAS,DENTRO,26,0.07,0.0,0.0
DELEGADA KATARINA,PSD,SÃO MIGUEL DO ALEIXO,DENTRO,25,0.07,0.0,0.0
DELEGADA KATARINA,PSD,NOSSA SENHORA APARECIDA,DENTRO,24,0.06,0.0,0.0
DELEGADA KATARINA,PSD,SÃO DOMINGOS,DENTRO,23,0.06,0.0,0.0
DELEGADA KATARINA,PSD,PINHÃO,DENTRO,21,0.06,0.0,0.0
DELEGADA KATARINA,PSD,SANTA ROSA DE LIMA,DENTRO,20,0.05,0.0,0.0
DELEGADA KATARINA,PSD,DIVINA PASTORA,DENTRO,19,0.05,0.0,0.0
DELEGADA KATARINA,PSD,GENERAL MAYNARD,DENTRO,18,0.05,0.0,0.0
DELEGADA KATARINA,PSD,SANTANA DO SÃO FRANCISCO,DENTRO,15,0.04,0.0,0.0
DELEGADA KATARINA,PSD,MACAMBIRA,DENTRO,13,0.03,0.0,0.0
DELEGADA KATARINA,PSD,CEDRO DE SÃO JOÃO,DENTRO,12,0.03,0.0,0.0
DELEGADA KATARINA,PSD,TELHA,DENTRO,11,0.03,0.0,0.0
DELEGADA KATARINA,PSD,MALHADA DOS BOIS,DENTRO,9,0.02,0.0,0.0
DELEGADA KATARINA,PSD,SÃO FRANCISCO,DENTRO,7,0.02,0.0,0.0
DELEGADA KATARINA,PSD,NACIONAL / MÚLTIPLO / OUTRA UF SEM MUNICÍPIO,AMPLO,0,0,112638292.65,99.4
