deputado,partido,municipio,classe_destino,votos,pct_votos,valor_empenhado,pct_emendas
OTTO FILHO,PSD,IPIRA,DENTRO,8185,4.07,0.0,0.0
OTTO FILHO,PSD,ITAPICURU,DENTRO,6957,3.46,0.0,0.0
OTTO FILHO,PSD,RUY BARBOSA,DENTRO,6383,3.18,0.0,0.0
OTTO FILHO,PSD,CAPIM GROSSO,DENTRO,6142,3.06,0.0,0.0
OTTO FILHO,PSD,IGUAI,DENTRO,6126,3.05,0.0,0.0
OTTO FILHO,PSD,SIMOES FILHO,DENTRO,5801,2.89,0.0,0.0
OTTO FILHO,PSD,SANTO ANTONIO DE JESUS,DENTRO,5775,2.87,0.0,0.0
OTTO FILHO,PSD,IRAQUARA,DENTRO,5423,2.70,0.0,0.0
OTTO FILHO,PSD,CONCEICAO DO ALMEIDA,DENTRO,5208,2.59,0.0,0.0
OTTO FILHO,PSD,IACU,DENTRO,5161,2.57,0.0,0.0
OTTO FILHO,PSD,ITABERABA,DENTRO,5146,2.56,0.0,0.0
OTTO FILHO,PSD,IPECAETA,DENTRO,4921,2.45,0.0,0.0
OTTO FILHO,PSD,SERRINHA,DENTRO,4749,2.36,0.0,0.0
OTTO FILHO,PSD,SANTALUZ,DENTRO,4723,2.35,0.0,0.0
OTTO FILHO,PSD,BONITO,DENTRO,4597,2.29,0.0,0.0
OTTO FILHO,PSD,ITARANTIM,DENTRO,4510,2.24,0.0,0.0
OTTO FILHO,PSD,JEREMOABO,DENTRO,4466,2.22,0.0,0.0
OTTO FILHO,PSD,SALVADOR,DENTRO,3963,1.97,0.0,0.0
OTTO FILHO,PSD,LAPAO,DENTRO,3869,1.93,0.0,0.0
OTTO FILHO,PSD,IBITIARA,DENTRO,3758,1.87,0.0,0.0
OTTO FILHO,PSD,LENCOIS,DENTRO,3652,1.82,0.0,0.0
OTTO FILHO,PSD,FEIRA DE SANTANA,DENTRO,3367,1.68,0.0,0.0
OTTO FILHO,PSD,SALINAS DA MARGARIDA,DENTRO,3229,1.61,0.0,0.0
OTTO FILHO,PSD,MACAJUBA,DENTRO,3226,1.61,0.0,0.0
OTTO FILHO,PSD,BAIXA GRANDE,DENTRO,2745,1.37,0.0,0.0
OTTO FILHO,PSD,MUNDO NOVO,DENTRO,2713,1.35,0.0,0.0
OTTO FILHO,PSD,RIACHAO DO JACUIPE,DENTRO,2648,1.32,0.0,0.0
OTTO FILHO,PSD,ALAGOINHAS,DENTRO,2579,1.28,0.0,0.0
OTTO FILHO,PSD,UBAIRA,DENTRO,2472,1.23,0.0,0.0
OTTO FILHO,PSD,ITAPETINGA,DENTRO,2439,1.21,0.0,0.0
OTTO FILHO,PSD,NOVA CANAA,DENTRO,2410,1.20,0.0,0.0
OTTO FILHO,PSD,BOA VISTA DO TUPIM,DENTRO,2324,1.16,0.0,0.0
OTTO FILHO,PSD,SAO FELIPE,DENTRO,2123,1.06,0.0,0.0
OTTO FILHO,PSD,RETIROLANDIA,DENTRO,1918,0.95,0.0,0.0
OTTO FILHO,PSD,IBIRATAIA,DENTRO,1842,0.92,0.0,0.0
OTTO FILHO,PSD,NOVA VICOSA,DENTRO,1800,0.90,0.0,0.0
OTTO FILHO,PSD,LAURO DE FREITAS,DENTRO,1709,0.85,0.0,0.0
OTTO FILHO,PSD,WAGNER,DENTRO,1671,0.83,0.0,0.0
OTTO FILHO,PSD,XIQUE-XIQUE,DENTRO,1442,0.72,0.0,0.0
OTTO FILHO,PSD,PAULO AFONSO,DENTRO,1432,0.71,0.0,0.0
OTTO FILHO,PSD,ARATACA,DENTRO,1429,0.71,0.0,0.0
OTTO FILHO,PSD,VITORIA DA CONQUISTA,DENTRO,1422,0.71,0.0,0.0
OTTO FILHO,PSD,MILAGRES,DENTRO,1410,0.70,0.0,0.0
OTTO FILHO,PSD,UTINGA,DENTRO,1397,0.70,0.0,0.0
OTTO FILHO,PSD,CANARANA,DENTRO,1362,0.68,0.0,0.0
OTTO FILHO,PSD,LAJEDINHO,DENTRO,1339,0.67,0.0,0.0
OTTO FILHO,PSD,MULUNGU DO MORRO,DENTRO,1321,0.66,0.0,0.0
OTTO FILHO,PSD,TEIXEIRA DE FREITAS,DENTRO,1161,0.58,0.0,0.0
OTTO FILHO,PSD,CRAVOLANDIA,DENTRO,1105,0.55,0.0,0.0
OTTO FILHO,PSD,SANTA BRIGIDA,DENTRO,1084,0.54,0.0,0.0
OTTO FILHO,PSD,ICHU,DENTRO,1041,0.52,0.0,0.0
OTTO FILHO,PSD,MATA DE SAO JOAO,DENTRO,1009,0.50,0.0,0.0
OTTO FILHO,PSD,CABACEIRAS DO PARAGUACU,DENTRO,985,0.49,0.0,0.0
OTTO FILHO,PSD,IRECE,DENTRO,938,0.47,0.0,0.0
OTTO FILHO,PSD,SERRA PRETA,DENTRO,936,0.47,0.0,0.0
OTTO FILHO,PSD,ITAMARAJU,DENTRO,922,0.46,0.0,0.0
OTTO FILHO,PSD,CAPELA DO ALTO ALEGRE,DENTRO,845,0.42,0.0,0.0
OTTO FILHO,PSD,ESPLANADA,DENTRO,830,0.41,0.0,0.0
OTTO FILHO,PSD,UIBAI,DENTRO,807,0.40,0.0,0.0
OTTO FILHO,PSD,PEDRAO,DENTRO,721,0.36,0.0,0.0
OTTO FILHO,PSD,MAIQUINIQUE,DENTRO,676,0.34,0.0,0.0
OTTO FILHO,PSD,MARCIONILIO SOUZA,DENTRO,667,0.33,0.0,0.0
OTTO FILHO,PSD,PEDRO ALEXANDRE,DENTRO,638,0.32,0.0,0.0
OTTO FILHO,PSD,PRESIDENTE DUTRA,DENTRO,619,0.31,0.0,0.0
OTTO FILHO,PSD,DARIO MEIRA,DENTRO,615,0.31,0.0,0.0
OTTO FILHO,PSD,CAMACARI,DENTRO,589,0.29,0.0,0.0
OTTO FILHO,PSD,BROTAS DE MACAUBAS,DENTRO,578,0.29,0.0,0.0
OTTO FILHO,PSD,PIRITIBA,DENTRO,569,0.28,0.0,0.0
OTTO FILHO,PSD,GLORIA,DENTRO,556,0.28,0.0,0.0
OTTO FILHO,PSD,FIRMINO ALVES,DENTRO,526,0.26,0.0,0.0
OTTO FILHO,PSD,QUIXABEIRA,DENTRO,518,0.26,0.0,0.0
OTTO FILHO,PSD,IBITITA,DENTRO,511,0.25,0.0,0.0
OTTO FILHO,PSD,CACHOEIRA,DENTRO,493,0.25,0.0,0.0
OTTO FILHO,PSD,SEABRA,DENTRO,479,0.24,0.0,0.0
OTTO FILHO,PSD,ANDARAI,DENTRO,441,0.22,0.0,0.0
OTTO FILHO,PSD,EUNAPOLIS,DENTRO,433,0.22,0.0,0.0
OTTO FILHO,PSD,NAZARE,DENTRO,429,0.21,0.0,0.0
OTTO FILHO,PSD,RIO REAL,DENTRO,428,0.21,0.0,0.0
OTTO FILHO,PSD,AMERICA DOURADA,DENTRO,398,0.20,0.0,0.0
OTTO FILHO,PSD,IBIQUERA,DENTRO,396,0.20,0.0,0.0
OTTO FILHO,PSD,SANTO ESTEVAO,DENTRO,396,0.20,0.0,0.0
OTTO FILHO,PSD,COTEGIPE,DENTRO,350,0.17,0.0,0.0
OTTO FILHO,PSD,CAFARNAUM,DENTRO,350,0.17,0.0,0.0
OTTO FILHO,PSD,IBIPEBA,DENTRO,317,0.16,0.0,0.0
OTTO FILHO,PSD,TEOFILANDIA,DENTRO,306,0.15,0.0,0.0
OTTO FILHO,PSD,BARROCAS,DENTRO,306,0.15,0.0,0.0
OTTO FILHO,PSD,ILHEUS,DENTRO,296,0.15,0.0,0.0
OTTO FILHO,PSD,ITAGUACU DA BAHIA,DENTRO,288,0.14,0.0,0.0
OTTO FILHO,PSD,JUSSARA,DENTRO,286,0.14,0.0,0.0
OTTO FILHO,PSD,JUAZEIRO,DENTRO,277,0.14,0.0,0.0
OTTO FILHO,PSD,APORA,DENTRO,271,0.13,0.0,0.0
OTTO FILHO,PSD,NOVA REDENCAO,DENTRO,250,0.12,0.0,0.0
OTTO FILHO,PSD,MUCUGE,DENTRO,237,0.12,0.0,0.0
OTTO FILHO,PSD,BARRA DO MENDES,DENTRO,231,0.11,0.0,0.0
OTTO FILHO,PSD,ABAIRA,DENTRO,231,0.11,0.0,0.0
OTTO FILHO,PSD,CANDEIAS,DENTRO,215,0.11,0.0,0.0
OTTO FILHO,PSD,JAGUARARI,DENTRO,207,0.10,0.0,0.0
OTTO FILHO,PSD,JOAO DOURADO,DENTRO,187,0.09,0.0,0.0
OTTO FILHO,PSD,BREJOES,DENTRO,185,0.09,0.0,0.0
OTTO FILHO,PSD,MARAGOGIPE,DENTRO,177,0.09,0.0,0.0
OTTO FILHO,PSD,LUIS EDUARDO MAGALHAES,DENTRO,164,0.08,0.0,0.0
OTTO FILHO,PSD,CONCEICAO DO COITE,DENTRO,154,0.08,0.0,0.0
OTTO FILHO,PSD,NOVO TRIUNFO,DENTRO,153,0.08,0.0,0.0
OTTO FILHO,PSD,INHAMBUPE,DENTRO,143,0.07,0.0,0.0
OTTO FILHO,PSD,POCOES,DENTRO,138,0.07,0.0,0.0
OTTO FILHO,PSD,SAO JOSE DO JACUIPE,DENTRO,137,0.07,0.0,0.0
OTTO FILHO,PSD,SAO MIGUEL DAS MATAS,DENTRO,132,0.07,0.0,0.0
OTTO FILHO,PSD,VALENTE,DENTRO,128,0.06,0.0,0.0
OTTO FILHO,PSD,DIAS D AVILA,DENTRO,125,0.06,0.0,0.0
OTTO FILHO,PSD,CENTRAL,DENTRO,125,0.06,0.0,0.0
OTTO FILHO,PSD,JACOBINA,DENTRO,116,0.06,0.0,0.0
OTTO FILHO,PSD,MORRO DO CHAPEU,DENTRO,110,0.05,0.0,0.0
OTTO FILHO,PSD,LAMARAO,DENTRO,109,0.05,0.0,0.0
OTTO FILHO,PSD,BARRO ALTO,DENTRO,107,0.05,0.0,0.0
OTTO FILHO,PSD,VERA CRUZ,DENTRO,104,0.05,0.0,0.0
OTTO FILHO,PSD,LAJE,DENTRO,103,0.05,0.0,0.0
OTTO FILHO,PSD,PALMEIRAS,DENTRO,103,0.05,0.0,0.0
OTTO FILHO,PSD,CRUZ DAS ALMAS,DENTRO,103,0.05,0.0,0.0
OTTO FILHO,PSD,SAO GONCALO DOS CAMPOS,DENTRO,101,0.05,0.0,0.0
OTTO FILHO,PSD,SOUTO SOARES,DENTRO,101,0.05,0.0,0.0
OTTO FILHO,PSD,AMELIA RODRIGUES,DENTRO,100,0.05,0.0,0.0
OTTO FILHO,PSD,PORTO SEGURO,DENTRO,99,0.05,0.0,0.0
OTTO FILHO,PSD,ITAPARICA,DENTRO,97,0.05,0.0,0.0
OTTO FILHO,PSD,BARRA,DENTRO,97,0.05,0.0,0.0
OTTO FILHO,PSD,SAPEACU,DENTRO,96,0.05,0.0,0.0
OTTO FILHO,PSD,BARREIRAS,DENTRO,92,0.05,0.0,0.0
OTTO FILHO,PSD,SAO GABRIEL,DENTRO,90,0.04,0.0,0.0
OTTO FILHO,PSD,OLINDINA,DENTRO,87,0.04,0.0,0.0
OTTO FILHO,PSD,SANTA RITA DE CASSIA,DENTRO,86,0.04,0.0,0.0
OTTO FILHO,PSD,MACARANI,DENTRO,84,0.04,0.0,0.0
OTTO FILHO,PSD,ITANAGRA,DENTRO,83,0.04,0.0,0.0
OTTO FILHO,PSD,RAFAEL JAMBEIRO,DENTRO,82,0.04,0.0,0.0
OTTO FILHO,PSD,IBIPITANGA,DENTRO,81,0.04,0.0,0.0
OTTO FILHO,PSD,BOQUIRA,DENTRO,81,0.04,0.0,0.0
OTTO FILHO,PSD,NOVO HORIZONTE,DENTRO,80,0.04,0.0,0.0
OTTO FILHO,PSD,BIRITINGA,DENTRO,78,0.04,0.0,0.0
OTTO FILHO,PSD,VALENCA,DENTRO,77,0.04,0.0,0.0
OTTO FILHO,PSD,BONINAL,DENTRO,77,0.04,0.0,0.0
OTTO FILHO,PSD,BURITIRAMA,DENTRO,75,0.04,0.0,0.0
OTTO FILHO,PSD,ITABUNA,DENTRO,74,0.04,0.0,0.0
OTTO FILHO,PSD,GOVERNADOR MANGABEIRA,DENTRO,74,0.04,0.0,0.0
OTTO FILHO,PSD,JAGUARIPE,DENTRO,73,0.04,0.0,0.0
OTTO FILHO,PSD,ARACI,DENTRO,71,0.04,0.0,0.0
OTTO FILHO,PSD,VARZEDO,DENTRO,69,0.03,0.0,0.0
OTTO FILHO,PSD,MURITIBA,DENTRO,67,0.03,0.0,0.0
OTTO FILHO,PSD,AMARGOSA,DENTRO,67,0.03,0.0,0.0
OTTO FILHO,PSD,ITORORO,DENTRO,65,0.03,0.0,0.0
OTTO FILHO,PSD,QUEIMADAS,DENTRO,65,0.03,0.0,0.0
OTTO FILHO,PSD,GENTIO DO OURO,DENTRO,65,0.03,0.0,0.0
OTTO FILHO,PSD,BOM JESUS DA LAPA,DENTRO,61,0.03,0.0,0.0
OTTO FILHO,PSD,SENHOR DO BONFIM,DENTRO,61,0.03,0.0,0.0
OTTO FILHO,PSD,DOM MACEDO COSTA,DENTRO,60,0.03,0.0,0.0
OTTO FILHO,PSD,IBICUI,DENTRO,60,0.03,0.0,0.0
OTTO FILHO,PSD,ENTRE RIOS,DENTRO,59,0.03,0.0,0.0
OTTO FILHO,PSD,RIACHAO DAS NEVES,DENTRO,58,0.03,0.0,0.0
OTTO FILHO,PSD,CASTRO ALVES,DENTRO,55,0.03,0.0,0.0
OTTO FILHO,PSD,MACAUBAS,DENTRO,55,0.03,0.0,0.0
OTTO FILHO,PSD,SAO FRANCISCO DO CONDE,DENTRO,55,0.03,0.0,0.0
OTTO FILHO,PSD,ARACATU,DENTRO,54,0.03,0.0,0.0
OTTO FILHO,PSD,MUNIZ FERREIRA,DENTRO,54,0.03,0.0,0.0
OTTO FILHO,PSD,CALDEIRAO GRANDE,DENTRO,52,0.03,0.0,0.0
OTTO FILHO,PSD,TAPIRAMUTA,DENTRO,52,0.03,0.0,0.0
OTTO FILHO,PSD,OLIVEIRA DOS BREJINHOS,DENTRO,50,0.02,0.0,0.0
OTTO FILHO,PSD,SANTA BARBARA,DENTRO,50,0.02,0.0,0.0
OTTO FILHO,PSD,ANTONIO CARDOSO,DENTRO,50,0.02,0.0,0.0
OTTO FILHO,PSD,CONCEICAO DO JACUIPE,DENTRO,49,0.02,0.0,0.0
OTTO FILHO,PSD,PINTADAS,DENTRO,48,0.02,0.0,0.0
OTTO FILHO,PSD,PONTO NOVO,DENTRO,48,0.02,0.0,0.0
OTTO FILHO,PSD,GAVIAO,DENTRO,48,0.02,0.0,0.0
OTTO FILHO,PSD,BARRA DO CHOCA,DENTRO,47,0.02,0.0,0.0
OTTO FILHO,PSD,POJUCA,DENTRO,47,0.02,0.0,0.0
OTTO FILHO,PSD,ARAMARI,DENTRO,47,0.02,0.0,0.0
OTTO FILHO,PSD,CATU,DENTRO,47,0.02,0.0,0.0
OTTO FILHO,PSD,MAIRI,DENTRO,46,0.02,0.0,0.0
OTTO FILHO,PSD,CANDEAL,DENTRO,43,0.02,0.0,0.0
OTTO FILHO,PSD,SAO FELIX,DENTRO,43,0.02,0.0,0.0
OTTO FILHO,PSD,SAO SEBASTIAO DO PASSE,DENTRO,43,0.02,0.0,0.0
OTTO FILHO,PSD,MUCURI,DENTRO,42,0.02,0.0,0.0
OTTO FILHO,PSD,FORMOSA DO RIO PRETO,DENTRO,42,0.02,0.0,0.0
OTTO FILHO,PSD,CONDE,DENTRO,42,0.02,0.0,0.0
OTTO FILHO,PSD,ITATIM,DENTRO,41,0.02,0.0,0.0
OTTO FILHO,PSD,CARAVELAS,DENTRO,40,0.02,0.0,0.0
OTTO FILHO,PSD,ARATUIPE,DENTRO,40,0.02,0.0,0.0
OTTO FILHO,PSD,IBICOARA,DENTRO,40,0.02,0.0,0.0
OTTO FILHO,PSD,EUCLIDES DA CUNHA,DENTRO,39,0.02,0.0,0.0
OTTO FILHO,PSD,COARACI,DENTRO,38,0.02,0.0,0.0
OTTO FILHO,PSD,ANAGE,DENTRO,37,0.02,0.0,0.0
OTTO FILHO,PSD,ITAMBE,DENTRO,36,0.02,0.0,0.0
OTTO FILHO,PSD,JEQUIE,DENTRO,36,0.02,0.0,0.0
OTTO FILHO,PSD,ARACAS,DENTRO,36,0.02,0.0,0.0
OTTO FILHO,PSD,CORACAO DE MARIA,DENTRO,36,0.02,0.0,0.0
OTTO FILHO,PSD,SENTO SE,DENTRO,35,0.02,0.0,0.0
OTTO FILHO,PSD,CAEM,DENTRO,35,0.02,0.0,0.0
OTTO FILHO,PSD,IBOTIRAMA,DENTRO,35,0.02,0.0,0.0
OTTO FILHO,PSD,OUROLANDIA,DENTRO,35,0.02,0.0,0.0
OTTO FILHO,PSD,VARZEA DA ROCA,DENTRO,33,0.02,0.0,0.0
OTTO FILHO,PSD,IRARA,DENTRO,33,0.02,0.0,0.0
OTTO FILHO,PSD,ITAETE,DENTRO,32,0.02,0.0,0.0
OTTO FILHO,PSD,PARATINGA,DENTRO,32,0.02,0.0,0.0
OTTO FILHO,PSD,RIBEIRA DO AMPARO,DENTRO,32,0.02,0.0,0.0
OTTO FILHO,PSD,ITAQUARA,DENTRO,32,0.02,0.0,0.0
OTTO FILHO,PSD,CICERO DANTAS,DENTRO,31,0.02,0.0,0.0
OTTO FILHO,PSD,MIGUEL CALMON,DENTRO,31,0.02,0.0,0.0
OTTO FILHO,PSD,VARZEA NOVA,DENTRO,30,0.01,0.0,0.0
OTTO FILHO,PSD,TERRA NOVA,DENTRO,30,0.01,0.0,0.0
OTTO FILHO,PSD,PRADO,DENTRO,30,0.01,0.0,0.0
OTTO FILHO,PSD,SANTO AMARO,DENTRO,29,0.01,0.0,0.0
OTTO FILHO,PSD,PARAMIRIM,DENTRO,29,0.01,0.0,0.0
OTTO FILHO,PSD,BRUMADO,DENTRO,28,0.01,0.0,0.0
OTTO FILHO,PSD,IPUPIARA,DENTRO,28,0.01,0.0,0.0
OTTO FILHO,PSD,SATIRO DIAS,DENTRO,28,0.01,0.0,0.0
OTTO FILHO,PSD,CAMACA,DENTRO,28,0.01,0.0,0.0
OTTO FILHO,PSD,NOVA FATIMA,DENTRO,28,0.01,0.0,0.0
OTTO FILHO,PSD,TUCANO,DENTRO,27,0.01,0.0,0.0
OTTO FILHO,PSD,RIO DO PIRES,DENTRO,27,0.01,0.0,0.0
OTTO FILHO,PSD,MARACAS,DENTRO,27,0.01,0.0,0.0
OTTO FILHO,PSD,PRESIDENTE TANCREDO NEVES,DENTRO,27,0.01,0.0,0.0
OTTO FILHO,PSD,PIATA,DENTRO,27,0.01,0.0,0.0
OTTO FILHO,PSD,CAATIBA,DENTRO,27,0.01,0.0,0.0
OTTO FILHO,PSD,JIQUIRICA,DENTRO,26,0.01,0.0,0.0
OTTO FILHO,PSD,BARRA DA ESTIVA,DENTRO,26,0.01,0.0,0.0
OTTO FILHO,PSD,MUTUIPE,DENTRO,26,0.01,0.0,0.0
OTTO FILHO,PSD,ENCRUZILHADA,DENTRO,25,0.01,0.0,0.0
OTTO FILHO,PSD,CONCEICAO DA FEIRA,DENTRO,25,0.01,0.0,0.0
OTTO FILHO,PSD,ELISIO MEDRADO,DENTRO,24,0.01,0.0,0.0
OTTO FILHO,PSD,PLANALTO,DENTRO,24,0.01,0.0,0.0
OTTO FILHO,PSD,PE DE SERRA,DENTRO,24,0.01,0.0,0.0
OTTO FILHO,PSD,ANTAS,DENTRO,24,0.01,0.0,0.0
OTTO FILHO,PSD,RIACHO DE SANTANA,DENTRO,23,0.01,0.0,0.0
OTTO FILHO,PSD,JAGUAQUARA,DENTRO,23,0.01,0.0,0.0
OTTO FILHO,PSD,NOVA ITARANA,DENTRO,23,0.01,0.0,0.0
OTTO FILHO,PSD,POTIRAGUA,DENTRO,22,0.01,0.0,0.0
OTTO FILHO,PSD,SANTA INES,DENTRO,21,0.01,0.0,0.0
OTTO FILHO,PSD,SERRA DOURADA,DENTRO,21,0.01,0.0,0.0
OTTO FILHO,PSD,ANGUERA,DENTRO,21,0.01,0.0,0.0
OTTO FILHO,PSD,WENCESLAU GUIMARAES,DENTRO,21,0.01,0.0,0.0
OTTO FILHO,PSD,MONTE SANTO,DENTRO,20,0.01,0.0,0.0
OTTO FILHO,PSD,JANDAIRA,DENTRO,20,0.01,0.0,0.0
OTTO FILHO,PSD,NOVA SOURE,DENTRO,20,0.01,0.0,0.0
OTTO FILHO,PSD,URUCUCA,DENTRO,19,0.01,0.0,0.0
OTTO FILHO,PSD,CAMPO FORMOSO,DENTRO,19,0.01,0.0,0.0
OTTO FILHO,PSD,SERRA DO RAMALHO,DENTRO,19,0.01,0.0,0.0
OTTO FILHO,PSD,MORPARA,DENTRO,19,0.01,0.0,0.0
OTTO FILHO,PSD,CORRENTINA,DENTRO,19,0.01,0.0,0.0
OTTO FILHO,PSD,QUIJINGUE,DENTRO,19,0.01,0.0,0.0
OTTO FILHO,PSD,BAIANOPOLIS,DENTRO,18,0.01,0.0,0.0
OTTO FILHO,PSD,SAO DESIDERIO,DENTRO,18,0.01,0.0,0.0
OTTO FILHO,PSD,TEODORO SAMPAIO,DENTRO,18,0.01,0.0,0.0
OTTO FILHO,PSD,IBIRAPUA,DENTRO,18,0.01,0.0,0.0
OTTO FILHO,PSD,ITAPEBI,DENTRO,17,0.01,0.0,0.0
OTTO FILHO,PSD,MADRE DE DEUS,DENTRO,17,0.01,0.0,0.0
OTTO FILHO,PSD,PILAO ARCADO,DENTRO,17,0.01,0.0,0.0
OTTO FILHO,PSD,ALCOBACA,DENTRO,17,0.01,0.0,0.0
OTTO FILHO,PSD,PLANALTINO,DENTRO,16,0.01,0.0,0.0
OTTO FILHO,PSD,OURICANGAS,DENTRO,16,0.01,0.0,0.0
OTTO FILHO,PSD,ITUBERA,DENTRO,16,0.01,0.0,0.0
OTTO FILHO,PSD,IPIAU,DENTRO,16,0.01,0.0,0.0
OTTO FILHO,PSD,PARIPIRANGA,DENTRO,16,0.01,0.0,0.0
OTTO FILHO,PSD,ACAJUTIBA,DENTRO,16,0.01,0.0,0.0
OTTO FILHO,PSD,TREMEDAL,DENTRO,16,0.01,0.0,0.0
OTTO FILHO,PSD,CANSANCAO,DENTRO,15,0.01,0.0,0.0
OTTO FILHO,PSD,CANUDOS,DENTRO,15,0.01,0.0,0.0
OTTO FILHO,PSD,UBATA,DENTRO,15,0.01,0.0,0.0
OTTO FILHO,PSD,BUERAREMA,DENTRO,15,0.01,0.0,0.0
OTTO FILHO,PSD,RIBEIRA DO POMBAL,DENTRO,15,0.01,0.0,0.0
OTTO FILHO,PSD,IBIRAPITANGA,DENTRO,14,0.01,0.0,0.0
OTTO FILHO,PSD,ERICO CARDOSO,DENTRO,14,0.01,0.0,0.0
OTTO FILHO,PSD,IRAMAIA,DENTRO,13,0.01,0.0,0.0
OTTO FILHO,PSD,SANTA TEREZINHA,DENTRO,13,0.01,0.0,0.0
OTTO FILHO,PSD,HELIOPOLIS,DENTRO,13,0.01,0.0,0.0
OTTO FILHO,PSD,JUSSARI,DENTRO,13,0.01,0.0,0.0
OTTO FILHO,PSD,SANTA CRUZ DA VITORIA,DENTRO,12,0.01,0.0,0.0
OTTO FILHO,PSD,CRISTOPOLIS,DENTRO,12,0.01,0.0,0.0
OTTO FILHO,PSD,BOA NOVA,DENTRO,12,0.01,0.0,0.0
OTTO FILHO,PSD,CURACA,DENTRO,12,0.01,0.0,0.0
OTTO FILHO,PSD,ANDORINHA,DENTRO,12,0.01,0.0,0.0
OTTO FILHO,PSD,CORONEL JOAO SA,DENTRO,12,0.01,0.0,0.0
OTTO FILHO,PSD,FILADELFIA,DENTRO,12,0.01,0.0,0.0
OTTO FILHO,PSD,SITIO DO MATO,DENTRO,11,0.01,0.0,0.0
OTTO FILHO,PSD,SAO DOMINGOS,DENTRO,11,0.01,0.0,0.0
OTTO FILHO,PSD,SAO FELIX DO CORIBE,DENTRO,11,0.01,0.0,0.0
OTTO FILHO,PSD,MANSIDAO,DENTRO,11,0.01,0.0,0.0
OTTO FILHO,PSD,GANDU,DENTRO,11,0.01,0.0,0.0
OTTO FILHO,PSD,CAMAMU,DENTRO,11,0.01,0.0,0.0
OTTO FILHO,PSD,SANTANA,DENTRO,11,0.01,0.0,0.0
OTTO FILHO,PSD,BELO CAMPO,DENTRO,10,0.00,0.0,0.0
OTTO FILHO,PSD,SANTA CRUZ CABRALIA,DENTRO,10,0.00,0.0,0.0
OTTO FILHO,PSD,BOTUPORA,DENTRO,10,0.00,0.0,0.0
OTTO FILHO,PSD,TANQUINHO,DENTRO,10,0.00,0.0,0.0
OTTO FILHO,PSD,UMBURANAS,DENTRO,10,0.00,0.0,0.0
OTTO FILHO,PSD,SANTA LUZIA,DENTRO,10,0.00,0.0,0.0
OTTO FILHO,PSD,ITUACU,DENTRO,10,0.00,0.0,0.0
OTTO FILHO,PSD,ITACARE,DENTRO,10,0.00,0.0,0.0
OTTO FILHO,PSD,IBICARAI,DENTRO,10,0.00,0.0,0.0
OTTO FILHO,PSD,CATURAMA,DENTRO,10,0.00,0.0,0.0
OTTO FILHO,PSD,GUANAMBI,DENTRO,10,0.00,0.0,0.0
OTTO FILHO,PSD,GONGOGI,DENTRO,9,0.00,0.0,0.0
OTTO FILHO,PSD,ITIUBA,DENTRO,9,0.00,0.0,0.0
OTTO FILHO,PSD,NORDESTINA,DENTRO,9,0.00,0.0,0.0
OTTO FILHO,PSD,SAUBARA,DENTRO,9,0.00,0.0,0.0
OTTO FILHO,PSD,VARZEA DO POCO,DENTRO,9,0.00,0.0,0.0
OTTO FILHO,PSD,RIBEIRAO DO LARGO,DENTRO,9,0.00,0.0,0.0
OTTO FILHO,PSD,CANAVIEIRAS,DENTRO,9,0.00,0.0,0.0
OTTO FILHO,PSD,BELMONTE,DENTRO,9,0.00,0.0,0.0
OTTO FILHO,PSD,CIPO,DENTRO,9,0.00,0.0,0.0
OTTO FILHO,PSD,BARRA DO ROCHA,DENTRO,8,0.00,0.0,0.0
OTTO FILHO,PSD,ANTONIO GONCALVES,DENTRO,8,0.00,0.0,0.0
OTTO FILHO,PSD,ITABELA,DENTRO,8,0.00,0.0,0.0
OTTO FILHO,PSD,CARINHANHA,DENTRO,8,0.00,0.0,0.0
OTTO FILHO,PSD,CRISOPOLIS,DENTRO,8,0.00,0.0,0.0
OTTO FILHO,PSD,ITAGIBA,DENTRO,8,0.00,0.0,0.0
OTTO FILHO,PSD,TANHACU,DENTRO,8,0.00,0.0,0.0
OTTO FILHO,PSD,CARDEAL DA SILVA,DENTRO,7,0.00,0.0,0.0
OTTO FILHO,PSD,CAETITE,DENTRO,7,0.00,0.0,0.0
OTTO FILHO,PSD,PIRAI DO NORTE,DENTRO,7,0.00,0.0,0.0
OTTO FILHO,PSD,SANTA MARIA DA VITORIA,DENTRO,7,0.00,0.0,0.0
OTTO FILHO,PSD,SOBRADINHO,DENTRO,7,0.00,0.0,0.0
OTTO FILHO,PSD,ADUSTINA,DENTRO,7,0.00,0.0,0.0
OTTO FILHO,PSD,IGRAPIUNA,DENTRO,7,0.00,0.0,0.0
OTTO FILHO,PSD,GUARATINGA,DENTRO,6,0.00,0.0,0.0
OTTO FILHO,PSD,MACURURE,DENTRO,6,0.00,0.0,0.0
OTTO FILHO,PSD,UNA,DENTRO,6,0.00,0.0,0.0
OTTO FILHO,PSD,CASA NOVA,DENTRO,6,0.00,0.0,0.0
OTTO FILHO,PSD,UBAITABA,DENTRO,6,0.00,0.0,0.0
OTTO FILHO,PSD,SANTANOPOLIS,DENTRO,6,0.00,0.0,0.0
OTTO FILHO,PSD,TEOLANDIA,DENTRO,6,0.00,0.0,0.0
OTTO FILHO,PSD,CAMPO ALEGRE DE LOURDES,DENTRO,6,0.00,0.0,0.0
OTTO FILHO,PSD,MIRANGABA,DENTRO,6,0.00,0.0,0.0
